pdb_nsite	uniprot_ac	uniprot_functions
4nu5_2	O69054	Oxidoreductase
3x22_1	P38489	Oxidoreductase
1re7_1	P0ABQ4	Oxidoreductase
4ga8_1	O60218	Oxidoreductase
2hj3_2	Q8GXX0	Oxidoreductase
1dhj_2	P0ABQ4	Oxidoreductase
3w8d_1	D0VWQ0	Oxidoreductase
4i8p_2	C0P9J6	Oxidoreductase
2yvj_2	Q52437	Oxidoreductase
2bn4_3	P16603	Oxidoreductase
4bqp_7	P9WGR1	Oxidoreductase
3n19_2	Q3ZDM6	Oxidoreductase
3nhj_1	P16083	Oxidoreductase
3p8i_1	P71278	Oxidoreductase
1amo_1	P00388	Oxidoreductase
3h3j_1	Q5HJD7	Oxidoreductase
2inz_1	P15121	Oxidoreductase
3qft_1	P16435	Oxidoreductase
2bsl_2	A2RJT9	Oxidoreductase
4umx_1	O75874	Oxidoreductase
2c3c_4	Q56839	Oxidoreductase
1pj7_1	Q9AGP8	Oxidoreductase
2c42_1	P94692	Oxidoreductase
3qj5_1	P11766	Oxidoreductase
1szg_2	P00175	Oxidoreductase
1siq_1	Q92947	Oxidoreductase
1zwl_1	Q9I509	Oxidoreductase
1w34_1	P21890	Oxidoreductase
2isk_7	Q92PC8	Oxidoreductase
1ju9_2	P00327	Oxidoreductase
1heu_1	P00327	Oxidoreductase
3tqh_1	Q83CT0	Oxidoreductase
1xu7_6	P28845	Oxidoreductase
4jay_2	Q9HZM7	Oxidoreductase
3ef6_1	A5W4E9	Oxidoreductase
3hja_1	P46795	Oxidoreductase
1gpe_1	P81156	Oxidoreductase
3h4g_1	P50578	Oxidoreductase
3ijd_4	A3DHS7	Oxidoreductase
1gal_1	P13006	Oxidoreductase
3q67_2	P15121	Oxidoreductase
1e7w_1	Q01782	Oxidoreductase
2wow_4	Q389T8	Oxidoreductase
4utl_1	Q3ZDM6	Oxidoreductase
4yxd_2	Q0QF01	Oxidoreductase
4emw_2	Q2FIA5	Oxidoreductase
3exf_3	P08559	Oxidoreductase
3qvr_1	P13006	Oxidoreductase
2w2l_3	Q7LLW9	Oxidoreductase
3adp_1	P14755	Eye lens protein;Oxidoreductase
5mht_1	P05102	Methyltransferase;Transferase
4htf_2	Q8XDG3	Methyltransferase;Transferase
2eg5_4	A4GE69	Methyltransferase;Transferase
4o7u_1	Q834R3	Methyltransferase;Transferase
1f3l_1	O70467	Methyltransferase;Transferase
5fhq_1	P22734	Methyltransferase;Transferase
4gte_2	Q9WYT0	Methyltransferase;Transferase
2plw_1	Q8IEL9	Methyltransferase;Transferase
4nec_2	Q0X0A7	Methyltransferase;Transferase
4ez8_1	P07607	Methyltransferase;Transferase
2hmy_1	P05102	Methyltransferase;Transferase
1tdc_1	P00469	Methyltransferase;Transferase
3lga_1	Q9V1J7	Methyltransferase;Transferase
2adm_2	P14385	Methyltransferase;Transferase
2qbu_1	O27402	Methyltransferase;Transferase
4f86_6	D3KYU3	Methyltransferase;Transferase
4rtp_1	P0AEE8	Methyltransferase;Transferase
1l3i_3	O26249	Methyltransferase;Transferase
2g86_1	P00469	Methyltransferase;Transferase
2ejz_2	O58456	Methyltransferase;Transferase
2zbp_1	Q84BQ9	Methyltransferase;Transferase
3gwz_2	Q9X5T6	Methyltransferase;Transferase
1wg8_1	Q5SJD8	Methyltransferase;Transferase
3p9c_1	Q9ZTU2	Methyltransferase;Transferase
2ehl_1	O58456	Methyltransferase;Transferase
2aot_3	P50135	Methyltransferase;Transferase
2e8s_1	O58456	Methyltransferase;Transferase
1bc5_1	P07801	Methyltransferase;Transferase
1khh_2	P10868	Methyltransferase;Transferase
1nw6_1	P14751	Methyltransferase;Transferase
4fox_3	P9WFR9	Methyltransferase;Transferase
1x1b_1	Q8KGE0	Methyltransferase;Transferase
2ele_1	O58456	Methyltransferase;Transferase
3hzg_1	P9WG57	Methyltransferase;Transferase
4ein_2	P07607	Methyltransferase;Transferase
2ony_1	P11086	Methyltransferase;Transferase
1tvu_1	P00469	Methyltransferase;Transferase
4l7v_1	A5F9C1	Methyltransferase;Transferase
4iqq_5	Q9Y052	Methyltransferase;Transferase
3gyq_1	P18644	Methyltransferase;Transferase
2pcg_1	O58456	Methyltransferase;Transferase
5je2_2	Q9LBJ0	Methyltransferase;Transferase
1orh_1	Q63009	Methyltransferase;Transferase
3gxo_5	Q9X5T6	Methyltransferase;Transferase
1fjx_1	P05102	Methyltransferase;Transferase
2p6k_1	O58456	Methyltransferase;Transferase
2p9d_1	O58456	Methyltransferase;Transferase
3kpj_2	P11086	Methyltransferase;Transferase
4yvh_1	P43912	Methyltransferase;Transferase
1mlv_2	Q43088	Methyltransferase;Transferase
2p6d_1	O58456	Methyltransferase;Transferase
4e2x_1	B5L6K6	Methyltransferase;Transferase
3ozr_1	P22734	Methyltransferase;Transferase
3i64_1	Q84HC8	Methyltransferase;Transferase
4fog_2	P9WFR9	Methyltransferase;Transferase
1bpj_1	P00469	Methyltransferase;Transferase
3uj7_1	Q6T755	Methyltransferase;Transferase
4fak_1	P0C1V0	Methyltransferase;Transferase
1jmg_1	P00469	Methyltransferase;Transferase
5a7y_1	Q4J894	Methyltransferase;Transferase
4lwp_2	Q57U70	Methyltransferase;Transferase
2zvj_1	P22734	Methyltransferase;Transferase
4oa5_6	Q2GKC7	Methyltransferase;Transferase
4p5b_2	C1IC19	Methyltransferase;Transferase
2dxv_1	O58456	Methyltransferase;Transferase
3duw_2	Q739U3	Methyltransferase;Transferase
2bzg_1	P51580	Methyltransferase;Transferase
4rtk_1	P0AEE8	Methyltransferase;Transferase
2pck_1	O58456	Methyltransferase;Transferase
4ig6_1	Q2GIL5	Methyltransferase;Transferase
2hr8_1	O58456	Methyltransferase;Transferase
2aot_1	P50135	Methyltransferase;Transferase
2pb5_1	O58456	Methyltransferase;Transferase
2p35_2	Q8UH15	Methyltransferase;Transferase
2aou_1	P50135	Methyltransferase;Transferase
4l64_1	P82610	Methyltransferase;Transferase
4rtn_1	P0AEE8	Methyltransferase;Transferase
1u22_1	O50008	Methyltransferase;Transferase
2e7r_1	O58456	Methyltransferase;Transferase
3qv2_1	Q6Q386	Methyltransferase;Transferase
2e8r_1	O58456	Methyltransferase;Transferase
4a6d_1	P46597	Methyltransferase;Transferase
1rje_2	Q04081	Methyltransferase;Transferase
1thy_1	P00469	Methyltransferase;Transferase
2eh4_1	O58456	Methyltransferase;Transferase
4yvg_1	P43912	Methyltransferase;Transferase
1ci7_1	P13100	Methyltransferase;Transferase
2dpm_1	P04043	Methyltransferase;Transferase
3gxo_4	Q9X5T6	Methyltransferase;Transferase
5je4_2	Q9LBJ0	Methyltransferase;Transferase
1tsl_1	P00469	Methyltransferase;Transferase
3ozs_1	P22734	Methyltransferase;Transferase
3vc1_12	Q9F1Y5	Methyltransferase;Transferase
1lce_1	P00469	Methyltransferase;Transferase
1kr5_1	P22061	Methyltransferase;Transferase
4yvk_1	P43912	Methyltransferase;Transferase
4fr0_1	C0JV69	Methyltransferase;Transferase
5i2h_2	D5STZ7	Methyltransferase;Transferase
4a6e_1	P46597	Methyltransferase;Transferase
2emu_1	O58456	Methyltransferase;Transferase
3nwe_1	P22734	Methyltransferase;Transferase
3dmh_1	Q5SKW0	Methyltransferase;Transferase
1vzd_1	P00469	Methyltransferase;Transferase
4h0n_3	L7MTK8	Methyltransferase;Transferase
1fp2_1	O24529	Methyltransferase;Transferase
2el0_1	O58456	Methyltransferase;Transferase
1i00_1	P04818	Methyltransferase;Transferase
4rvg_1	Q194Q4	Methyltransferase;Transferase
4rtq_1	P0AEE8	Methyltransferase;Transferase
1sg9_2	Q9WYV8	Methyltransferase;Transferase
4cnf_1	Q4JB16	Methyltransferase;Transferase
1tw2_2	Q06528	Methyltransferase;Transferase
2owv_1	O58456	Methyltransferase;Transferase
3g07_6	Q7L2J0	Methyltransferase;Transferase
1uak_1	P43912	Methyltransferase;Transferase
3oe5_1	P22734	Methyltransferase;Transferase
3cbg_1	Q55813	Methyltransferase;Transferase
3nk7_1	P52391	Methyltransferase;Transferase
1af7_1	P07801	Methyltransferase;Transferase
3ou6_1	D7PC21	Methyltransferase;Transferase
2ed3_1	O58456	Methyltransferase;Transferase
3a7d_1	P22734	Methyltransferase;Transferase
2huq_1	O58456	Methyltransferase;Transferase
3kmt_4	O41094	Methyltransferase;Transferase
1v9a_2	Q5SKH6	Methyltransferase;Transferase
2tsr_2	P45352	Methyltransferase;Transferase
1eg2_1	P14751	Methyltransferase;Transferase
2ogy_1	Q46389	Methyltransferase;Transferase
4ce0_1	Q9ALM9	Methyltransferase;Transferase
2g8d_1	P00469	Methyltransferase;Transferase
2zwa_2	Q08282	Methyltransferase;Transferase
2aov_2	P50135	Methyltransferase;Transferase
2ore_1	P0AEE8	Methyltransferase;Transferase
2tdd_1	P00469	Methyltransferase;Transferase
2g72_2	P11086	Methyltransferase;Transferase
1lcb_2	P00469	Methyltransferase;Transferase
3i58_2	Q84HC8	Methyltransferase;Transferase
3fri_1	Q763K9	Methyltransferase;Transferase
4n48_1	Q8N1G2	Methyltransferase;Transferase
2e16_1	O58456	Methyltransferase;Transferase
4x81_1	Q49492	Methyltransferase;Transferase
3thr_1	P13255	Methyltransferase;Transferase
3px2_2	P95748	Methyltransferase;Transferase
2xvm_2	P25397	Methyltransferase;Transferase
3tr6_1	Q83D22	Methyltransferase;Transferase
1rfq_3	P68135	Muscle protein
4pl8_2	P68135	Muscle protein
1ijj_3	P68135	Muscle protein
2v52_1	P68135	Muscle protein
1mdu_2	P68139	Muscle protein
3m6g_3	P68135	Muscle protein
4b1v_1	P68135	Muscle protein
1atn_1	P68135	Muscle protein
2a41_1	P68135	Muscle protein
4pkh_2	P68135	Muscle protein
4b1v_3	P68135	Muscle protein
3u9d_2	P68136	Muscle protein
2q0u_1	P68135	Muscle protein
1ijj_1	P68135	Muscle protein
1yxq_1	P68135	Muscle protein
2l98_1	P63316	Muscle protein
3ai0_1	Q8T0W7	Glycosidase;Hydrolase
3rm8_2	Q9BZP6	Glycosidase;Hydrolase
3edj_2	Q8KKG0	Glycosidase;Hydrolase
1w1p_1	Q54276	Glycosidase;Hydrolase
3aiv_1	Q9FYS3	Glycosidase;Hydrolase
2wb5_2	Q0TR53	Glycosidase;Hydrolase
3arq_1	Q9AMP1	Glycosidase;Hydrolase
3p5s_2	Q9TTF5	Glycosidase;Hydrolase
2ixb_1	A4Q8F7	Glycosidase;Hydrolase
1w1v_1	Q54276	Glycosidase;Hydrolase
3aiq_1	Q1XH05	Glycosidase;Hydrolase
2xfy_1	P16098	Glycosidase;Hydrolase
1up7_2	Q9X108	Glycosidase;Hydrolase
1up6_1	Q9X108	Glycosidase;Hydrolase
3voi_1	B7X9Z0	Glycosidase;Hydrolase
4iif_2	P48825	Glycosidase;Hydrolase
3mkn_1	C3T3U2	Glycosidase;Hydrolase
2wbg_1	Q08638	Glycosidase;Hydrolase
3ptq_1	B8AVF0	Glycosidase;Hydrolase
3arp_1	Q9AMP1	Glycosidase;Hydrolase
4azh_2	P49610	Glycosidase;Hydrolase
5ief_1	Q8BHN3	Glycosidase;Hydrolase
2j62_2	Q0TR53	Glycosidase;Hydrolase
4zob_2	Q92AS9	Glycosidase;Hydrolase
1e6z_1	Q54276	Glycosidase;Hydrolase
2xwe_1	P04062	Glycosidase;Hydrolase
3qi2_2	P63096	Transducer
3qe0_3	P63096	Transducer
1got_1	P04695	Transducer
1bof_1	P10824	Transducer
3c16_2	P04896	Transducer
4pan_1	P10824	Transducer
1gia_1	P10824	Transducer
1nbu_2	P9WNC5	Isomerase;Lyase;Oxidoreductase
4mlp_3	Q9R194	Photoreceptor protein;Receptor;Repressor
4jzy_2	O77059	Photoreceptor protein;Receptor;Repressor
1qvt_1	P0A0N4	DNA-binding;Repressor
3bts_2	P04387	DNA-binding;Repressor
2xpv_1	P0ACT4	DNA-binding;Repressor
2vke_1	P0ACT4	DNA-binding;Repressor
2trt_1	P0ACT4	DNA-binding;Repressor
2vpr_1	P51561	DNA-binding;Repressor
1wet_1	P0ACP7	DNA-binding;Repressor
4dw6_1	P9WMC1	DNA-binding;Repressor
3pm1_1	P0A0N3	DNA-binding;Repressor
2vkv_1	P0ACT4	DNA-binding;Repressor
3br3_1	P0A0N3	DNA-binding;Repressor
1p4a_1	P37551	DNA-binding;Repressor
2uxu_2	Q9AIU0	DNA-binding;Repressor
1qvu_2	P0A0N4	DNA-binding;Repressor
4ac0_1	P04483	DNA-binding;Repressor
3g1m_1	P9WMC1	DNA-binding;Repressor
3q0v_2	P9WMC1	DNA-binding;Repressor
2p9h_1	P03023	DNA-binding;Repressor
2uxp_2	Q9AIU0	DNA-binding;Repressor
2fj1_1	P0ACT4	DNA-binding;Repressor
2gby_1	P0A0N4	DNA-binding;Repressor
1ngb_1	P19120	Chaperone;Repressor
4h5t_1	P11142	Chaperone;Repressor
2qwr_1	P19120	Chaperone;Repressor
3fzf_1	P11142	Chaperone;Repressor
1ngc_1	P19120	Chaperone;Repressor
3q23_1	Q859P9	Nucleotidyltransferase;Transferase
1jvd_2	Q16222	Nucleotidyltransferase;Transferase
3zcb_1	E6Z0R3	Nucleotidyltransferase;Transferase
4b42_2	Q9HU22	Nucleotidyltransferase;Transferase
1h5r_4	P37744	Nucleotidyltransferase;Transferase
4xsv_2	Q99447	Nucleotidyltransferase;Transferase
3eql_1	Q8RQE8	Nucleotidyltransferase;Transferase
3zlm_1	Q7DDR9	Nucleotidyltransferase;Transferase
1nuq_2	Q96T66	Nucleotidyltransferase;Transferase
4b2w_4	Q9HU22	Nucleotidyltransferase;Transferase
1k4m_3	P0A752	Nucleotidyltransferase;Transferase
3se5_3	Q7DDR9	Nucleotidyltransferase;Transferase
1mp5_3	P26393	Nucleotidyltransferase;Transferase
1n1d_2	P27623	Nucleotidyltransferase;Transferase
1coz_2	P27623	Nucleotidyltransferase;Transferase
2yqj_1	O74933	Nucleotidyltransferase;Transferase
1g0r_10	Q9HU22	Nucleotidyltransferase;Transferase
1qwj_2	Q99KK2	Nucleotidyltransferase;Transferase
4fhp_1	O13833	Nucleotidyltransferase;Transferase
4mvc_2	P19836	Nucleotidyltransferase;Transferase
4b4g_2	Q9HU22	Nucleotidyltransferase;Transferase
1mp4_2	Q9F7G8	Nucleotidyltransferase;Transferase
1yun_1	Q9HX21	Nucleotidyltransferase;Transferase
4ho6_1	Q9AGY4	Nucleotidyltransferase;Transferase
1h5t_8	P37744	Nucleotidyltransferase;Transferase
3pnb_2	P9WPA5	Nucleotidyltransferase;Transferase
3zcn_2	Q8E9K5	Nucleotidyltransferase;Transferase
3rba_1	P9WPA5	Nucleotidyltransferase;Transferase
2ggq_1	Q975F9	Nucleotidyltransferase;Transferase
1g1l_1	Q9HU22	Nucleotidyltransferase;Transferase
1z2n_1	Q9XYQ1	Isomerase;Kinase;Transferase
1i44_1	P06213	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3i81_1	P08069	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4gk4_1	P29320	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4k33_1	P22607	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3c1x_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
1ir3_1	P06213	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3vw8_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4gg5_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
2qo7_1	P29320	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3pls_1	Q04912	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3lct_1	Q9UM73	Kinase;Receptor;Transferase;Tyrosine-protein kinase
1jqh_3	P08069	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3cth_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
1pkg_2	P10721	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3f82_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4fob_1	Q9UM73	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4iwd_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4gk3_1	P29320	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3bea_1	P07333	Kinase;Receptor;Transferase;Tyrosine-protein kinase
2wgj_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4foc_1	Q9UM73	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3ce3_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4hvs_1	P10721	Kinase;Receptor;Transferase;Tyrosine-protein kinase
5aab_1	Q9UM73	Kinase;Receptor;Transferase;Tyrosine-protein kinase
4deg_1	P08581	Kinase;Receptor;Transferase;Tyrosine-protein kinase
3m6w_1	Q5SII2	Methyltransferase;RNA-binding;Transferase
1sqf_1	P36929	Methyltransferase;RNA-binding;Transferase
2yxl_1	O58581	Methyltransferase;RNA-binding;Transferase
5il1_1	Q86U44	Methyltransferase;RNA-binding;Transferase
4xcx_1	Q5T8I9	Methyltransferase;RNA-binding;Transferase
3ldf_1	Q8DUW5	Methyltransferase;RNA-binding;Transferase
2hv9_1	Q8SR66	Methyltransferase;RNA-binding;Transferase
5k7u_1	Q86U44	Methyltransferase;RNA-binding;Transferase
1qan_1	P13956	Methyltransferase;RNA-binding;Transferase
4blw_1	P37634	Methyltransferase;RNA-binding;Transferase
1ri1_1	Q8SR66	Methyltransferase;RNA-binding;Transferase
1qaq_1	P13956	Methyltransferase;RNA-binding;Transferase
4zhx_1	P54646	Chromatin regulator;Kinase;Serine/threonine-protein kinase;Transferase
4oth_1	Q16512	Chromatin regulator;Kinase;Serine/threonine-protein kinase;Transferase
2ou2_1	Q92993	Activator;Acyltransferase;Chromatin regulator;Transferase
3dxm_1	P61157	Actin-binding
3ule_3	A7MB62	Actin-binding
1j78_1	P02774	Actin-binding
1px2_1	P09951	Actin-binding
2pit_1	P10275	Activator;DNA-binding;Receptor
3h0a_2	P37231	Activator;DNA-binding;Receptor
4iw6_2	P03372	Activator;DNA-binding;Receptor
4ok1_1	P10275	Activator;DNA-binding;Receptor
2b1z_2	P03372	Activator;DNA-binding;Receptor
1t63_1	P10275	Activator;DNA-binding;Receptor
1t5z_1	P10275	Activator;DNA-binding;Receptor
2p7z_1	P62508	Activator;DNA-binding;Receptor
3v9v_1	P37231	Activator;DNA-binding;Receptor
1yy4_1	Q92731	Activator;DNA-binding;Receptor
4em9_1	P37231	Activator;DNA-binding;Receptor
4o8f_1	P37231	Activator;DNA-binding;Receptor
1m13_1	O75469	Activator;DNA-binding;Receptor
1k7l_4	Q07869	Activator;DNA-binding;Receptor
2pip_1	P10275	Activator;DNA-binding;Receptor
3vso_1	P37231	Activator;DNA-binding;Receptor
1pq6_1	P55055	Activator;DNA-binding;Receptor
1x76_1	Q92731	Activator;DNA-binding;Receptor
4zn7_1	P03372	Activator;DNA-binding;Receptor
5dxg_1	P03372	Activator;DNA-binding;Receptor
3l03_1	P03372	Activator;DNA-binding;Receptor
1pqc_4	P55055	Activator;DNA-binding;Receptor
4iwc_2	P03372	Activator;DNA-binding;Receptor
4iw8_1	P03372	Activator;DNA-binding;Receptor
3q95_1	P03372	Activator;DNA-binding;Receptor
2piv_1	P10275	Activator;DNA-binding;Receptor
2q70_1	P03372	Activator;DNA-binding;Receptor
2g5o_2	P03372	Activator;DNA-binding;Receptor
2pix_1	P10275	Activator;DNA-binding;Receptor
2f4b_1	P37231	Activator;DNA-binding;Receptor
1pq9_4	P55055	Activator;DNA-binding;Receptor
4ivw_1	P03372	Activator;DNA-binding;Receptor
1xow_1	P10275	Activator;DNA-binding;Receptor
1yye_1	Q92731	Activator;DNA-binding;Receptor
2pob_1	P37231	Activator;DNA-binding;Receptor
2fai_1	P03372	Activator;DNA-binding;Receptor
4oha_1	P10275	Activator;DNA-binding;Receptor
4dma_1	P03372	Activator;DNA-binding;Receptor
2znq_1	Q03181	Activator;DNA-binding;Receptor
1gs4_1	P10275	Activator;DNA-binding;Receptor
4l96_1	P37231	Activator;DNA-binding;Receptor
2gpv_1	P62508	Activator;DNA-binding;Receptor
1g50_2	P03372	Activator;DNA-binding;Receptor
1nyx_1	P37231	Activator;DNA-binding;Receptor
2amb_1	P10275	Activator;DNA-binding;Receptor
3v9y_1	P37231	Activator;DNA-binding;Receptor
4pp6_1	P03372	Activator;DNA-binding;Receptor
1u3q_1	Q92731	Activator;DNA-binding;Receptor
1xj7_1	P10275	Activator;DNA-binding;Receptor
2ao6_1	P10275	Activator;DNA-binding;Receptor
4okw_1	P10275	Activator;DNA-binding;Receptor
2znn_1	Q07869	Activator;DNA-binding;Receptor
2q5g_2	Q03181	Activator;DNA-binding;Receptor
1s9p_3	P62509	Activator;DNA-binding;Receptor
2q7l_1	P10275	Activator;DNA-binding;Receptor
1upw_1	P55055	Activator;DNA-binding;Receptor
2ylq_1	P10275	Activator;DNA-binding;Receptor
4e4q_1	P37231	Activator;DNA-binding;Receptor
4a4v_2	P37231	Activator;DNA-binding;Receptor
2z4j_1	P10275	Activator;DNA-binding;Receptor
2q8s_1	P37231	Activator;DNA-binding;Receptor
2ath_1	P37231	Activator;DNA-binding;Receptor
4iwf_2	P03372	Activator;DNA-binding;Receptor
2ayr_1	P03372	Activator;DNA-binding;Receptor
5dc5_2	Q9BY41	Chromatin regulator;Hydrolase;Repressor
1t69_1	Q9BY41	Chromatin regulator;Hydrolase;Repressor
3f0r_3	Q9BY41	Chromatin regulator;Hydrolase;Repressor
5d1b_2	Q9BY41	Chromatin regulator;Hydrolase;Repressor
3c10_3	Q8WUI4	Chromatin regulator;Hydrolase;Repressor
4qa1_4	Q9BY41	Chromatin regulator;Hydrolase;Repressor
1w22_2	Q9BY41	Chromatin regulator;Hydrolase;Repressor
1nvb_1	P07547	Kinase;Lyase;Multifunctional enzyme;Oxidoreductase;Transferase
1nvf_3	P07547	Kinase;Lyase;Multifunctional enzyme;Oxidoreductase;Transferase
4q73_1	Q89E26	DNA-binding;Oxidoreductase;Repressor
4nmc_1	Q746X3	DNA-binding;Oxidoreductase;Repressor
4nmd_1	Q746X3	DNA-binding;Oxidoreductase;Repressor
4rx6_1	Q07428	Activator
4b4v_1	D0CBC8	Hydrolase;Multifunctional enzyme;Oxidoreductase
3ngl_1	Q05213	Hydrolase;Multifunctional enzyme;Oxidoreductase
1xq0_1	P00918	Lyase
4egb_5	Q81TP0	Lyase
2fpc_1	P68175	Lyase
3mmf_1	P00918	Lyase
2z1m_2	O67175	Lyase
3mp3_1	P35914	Lyase
3rz8_1	P00918	Lyase
4cdm_2	Q8PYK9	Lyase
2weg_1	P00918	Lyase
5fl4_1	Q16790	Lyase
1std_1	P56221	Lyase
1bn1_1	P00918	Lyase
3f4x_1	P00918	Lyase
2ycn_2	P31013	Lyase
2eph_1	P14223	Lyase
3f7u_1	P22748	Lyase
1xaj_2	Q6GGU4	Lyase
4iwz_1	P00918	Lyase
2x7t_1	P00918	Lyase
3b1d_2	A6BMJ3	Lyase
4img_1	Q9CKB0	Lyase
3mp5_1	P35914	Lyase
3dbu_1	P00918	Lyase
2xb9_1	Q48255	Lyase
1q51_2	P9WNP5	Lyase
3qbd_2	P9WPX9	Lyase
2amt_3	P62617	Lyase
4rh1_1	A4IQU1	Lyase
1if4_1	P00918	Lyase
1kfj_1	P0A2K1	Lyase
1bzm_1	P00915	Lyase
1bn3_1	P00918	Lyase
2h15_1	P00918	Lyase
4fhd_1	A4IQU1	Lyase
3ahi_1	D6PAH1	Lyase
2uz1_2	Q9F4L3	Lyase
3p5l_1	P00918	Lyase
2vss_2	O69762	Lyase
1bnn_1	P00918	Lyase
3t85_1	P00918	Lyase
3hcr_2	P22830	Lyase
4uir_1	C7DLJ6	Lyase
3k2x_2	Q3JRA0	Lyase
1n7h_1	P93031	Lyase
2tys_1	P0A2K1	Lyase
3m98_1	P00918	Lyase
1njj_3	Q9TZZ6	Lyase
3f0f_1	Q3JRA0	Lyase
1ykd_3	P94182	Lyase
4x5s_2	C1DTU5	Lyase
4hu1_2	Q8N1Q1	Lyase
5cwa_1	P9WFX2	Lyase
3dc3_1	P00918	Lyase
4k0t_1	P00918	Lyase
3bet_1	P00918	Lyase
1xah_1	Q6GGU4	Lyase
5dw0_2	Q8U093	Lyase
4knn_2	Q8N1Q1	Lyase
1okm_1	P00918	Lyase
2z1m_3	O67175	Lyase
3q0g_2	P9WNN9	Lyase
1ttm_1	P00918	Lyase
1okl_1	P00918	Lyase
1bnu_1	P00918	Lyase
1um0_1	P56122	Lyase
4d9m_1	P66899	Lyase
4b6r_1	Q48255	Lyase
3mna_1	P00918	Lyase
3p0z_4	Q3JRA0	Lyase
1r6w_1	P29208	Lyase
4ht2_2	O43570	Lyase
4ito_1	P00918	Lyase
3oy0_1	P00918	Lyase
2wej_1	P00918	Lyase
4s26_1	O82392	Lyase
1ef9_1	P52045	Lyase
3rqq_1	P94368	Lyase
1bnw_1	P00918	Lyase
4kyh_1	Q9CPU0	Lyase
1cil_1	P00918	Lyase
2po7_1	P22830	Lyase
4usw_1	Q96PN6	Lyase
2z95_1	O67175	Lyase
1g63_7	P30197	Lyase
2fut_2	C6XZB6	Lyase
1i8z_1	P00918	Lyase
4j7g_1	O52793	Lyase
2ahc_1	P26602	Lyase
2nmx_1	P00915	Lyase
3pvz_3	Q5E8L1	Lyase
2o12_1	P9WPY1	Lyase
2eu3_1	P00918	Lyase
1bn4_1	P00918	Lyase
3d9z_1	P00918	Lyase
4mzq_5	Q6KC22	Lyase
4l80_5	S5N020	Lyase
3aej_2	Q86D28	Lyase
3p93_2	Q1QT89	Lyase
1t2a_4	O60547	Lyase
4m2r_1	P00918	Lyase
3n3j_1	P00918	Lyase
1yda_1	P00918	Lyase
1g45_1	P00918	Lyase
1g1d_1	P00918	Lyase
3elc_3	P62617	Lyase
2gna_2	O25511	Lyase
4pxx_1	P00918	Lyase
3vw9_1	Q04760	Lyase
3q8h_3	Q63T71	Lyase
4k13_1	P00918	Lyase
4fnd_1	P96907	Lyase
3o3n_1	Q5U924	Lyase
3epo_1	Q9A6Q5	Lyase
2tpl_1	P31013	Lyase
3t80_3	Q8ZMF7	Lyase
2xbm_4	C0LMU5	Helicase;Hydrolase;Methyltransferase;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed RNA polymerase;Serine protease;Transferase
2p3q_2	Q20IJ2	Helicase;Hydrolase;Methyltransferase;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed RNA polymerase;Serine protease;Transferase
4ctj_1	A9LIE0	Helicase;Hydrolase;Methyltransferase;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed RNA polymerase;Serine protease;Transferase
1pt5_2	P69902	Transferase
2ge3_1	A9CI25	Transferase
2oac_1	P19157	Transferase
3q33_2	Q07794	Transferase
4p63_2	O50105	Transferase
2c4j_1	P28161	Transferase
2f3m_5	P09488	Transferase
1c2t_4	P08179	Transferase
2r5n_1	P27302	Transferase
2opm_1	P14324	Transferase
5ej4_7	P17109	Transferase
5kgh_3	Q97ML2	Transferase
1zdg_1	P13280	Transferase
4eua_2	B3EY95	Transferase
2zyt_1	Q3UZZ6	Transferase
3nz2_5	Q9KLB0	Transferase
3m6l_1	Q0P7Y3	Transferase
3gur_2	P28161	Transferase
2r8o_1	P27302	Transferase
3ez3_3	A5K4U6	Transferase
3a8t_1	Q5GHF7	Transferase
4lnb_1	Q4WPS9	Transferase
3gy9_1	B1YEL6	Transferase
4hut_2	P31570	Transferase
1tkb_1	P23254	Transferase
1kny_1	P05057	Transferase
4zu4_1	Q12KT8	Transferase
5ej5_8	P17109	Transferase
3iss_5	P0A749	Transferase
4o6n_1	O27985	Transferase
3gus_2	P09211	Transferase
3l05_1	Q8P8J2	Transferase
